cores,m,k,n,time,GFLOPS
1,12000,12000,12000,25.742247,134.254015
1,12000,12000,12000,25.744008,134.244830
1,12000,12000,12000,25.742548,134.252445
1,12000,12000,12000,25.732618,134.304253
1,12000,12000,12000,25.730671,134.314416
1,12000,12000,12000,25.734570,134.294065
1,12000,12000,12000,25.739431,134.268700
1,12000,12000,12000,25.732209,134.306384
1,12000,12000,12000,25.839899,133.746652
1,12000,12000,12000,25.733777,134.298204
2,12000,12000,12000,13.854869,249.442999
2,12000,12000,12000,13.844862,249.623289
2,12000,12000,12000,13.843586,249.646302
2,12000,12000,12000,13.859072,249.367339
2,12000,12000,12000,13.860003,249.350601
2,12000,12000,12000,13.828580,249.917206
2,12000,12000,12000,13.657381,253.049973
2,12000,12000,12000,13.714089,252.003611
2,12000,12000,12000,13.667676,252.859371
2,12000,12000,12000,13.797086,250.487678
3,12000,12000,12000,8.929085,387.049724
3,12000,12000,12000,8.926687,387.153702
3,12000,12000,12000,8.929871,387.015662
3,12000,12000,12000,8.926570,387.158802
3,12000,12000,12000,8.919119,387.482205
3,12000,12000,12000,8.925719,387.195714
3,12000,12000,12000,8.932198,386.914857
3,12000,12000,12000,8.913534,387.724998
3,12000,12000,12000,8.929742,387.021242
3,12000,12000,12000,8.922954,387.315677
4,12000,12000,12000,6.716879,514.524646
4,12000,12000,12000,6.723006,514.055769
4,12000,12000,12000,6.731060,513.440699
4,12000,12000,12000,6.725272,513.882545
4,12000,12000,12000,6.718139,514.428199
4,12000,12000,12000,6.712817,514.836010
4,12000,12000,12000,6.723048,514.052583
4,12000,12000,12000,6.718608,514.392242
4,12000,12000,12000,6.734111,513.208054
4,12000,12000,12000,6.722683,514.080432
5,12000,12000,12000,5.266719,656.195973
5,12000,12000,12000,5.300557,652.006988
5,12000,12000,12000,5.284066,654.041785
5,12000,12000,12000,5.298607,652.246867
5,12000,12000,12000,5.296118,652.553480
5,12000,12000,12000,5.278451,654.737542
5,12000,12000,12000,5.298549,652.254003
5,12000,12000,12000,5.303524,651.642133
5,12000,12000,12000,5.299876,652.090667
5,12000,12000,12000,5.278602,654.718828
6,12000,12000,12000,4.440667,778.261520
6,12000,12000,12000,4.441049,778.194460
6,12000,12000,12000,4.438169,778.699439
6,12000,12000,12000,4.434968,779.261560
6,12000,12000,12000,4.436001,779.080050
6,12000,12000,12000,4.443054,777.843418
6,12000,12000,12000,4.441767,778.068768
6,12000,12000,12000,4.442225,777.988549
6,12000,12000,12000,4.443582,777.750893
6,12000,12000,12000,4.427926,780.500918
7,12000,12000,12000,3.781476,913.928754
7,12000,12000,12000,3.763739,918.235895
7,12000,12000,12000,3.772505,916.102227
7,12000,12000,12000,3.786736,912.659353
7,12000,12000,12000,3.788686,912.189509
7,12000,12000,12000,3.792401,911.296146
7,12000,12000,12000,3.786254,912.775479
7,12000,12000,12000,3.777594,914.868006
7,12000,12000,12000,3.786818,912.639571
7,12000,12000,12000,3.788743,912.176000
8,12000,12000,12000,3.311177,1043.737668
8,12000,12000,12000,3.330913,1037.553349
8,12000,12000,12000,3.326180,1039.029905
8,12000,12000,12000,3.332772,1036.974623
8,12000,12000,12000,3.326786,1038.840428
8,12000,12000,12000,3.321180,1040.594027
8,12000,12000,12000,3.324752,1039.475873
8,12000,12000,12000,3.317079,1041.880628
8,12000,12000,12000,3.325413,1039.269465
8,12000,12000,12000,3.323591,1039.839294
9,12000,12000,12000,2.938723,1176.021132
9,12000,12000,12000,2.940905,1175.148419
9,12000,12000,12000,2.916677,1184.910283
9,12000,12000,12000,2.926481,1180.940698
9,12000,12000,12000,2.940105,1175.468324
9,12000,12000,12000,2.946359,1172.973206
9,12000,12000,12000,2.925598,1181.296985
9,12000,12000,12000,2.936525,1176.901080
9,12000,12000,12000,2.944771,1173.605770
9,12000,12000,12000,2.942638,1174.456550
10,12000,12000,12000,2.638962,1309.605807
10,12000,12000,12000,2.639191,1309.492144
10,12000,12000,12000,2.645481,1306.378511
10,12000,12000,12000,2.625973,1316.083741
10,12000,12000,12000,2.645667,1306.287042
10,12000,12000,12000,2.634673,1311.737819
10,12000,12000,12000,2.638873,1309.649981
10,12000,12000,12000,2.638342,1309.913702
10,12000,12000,12000,2.638443,1309.863548
10,12000,12000,12000,2.641071,1308.560148
11,12000,12000,12000,2.404285,1437.433507
11,12000,12000,12000,2.396198,1442.284749
11,12000,12000,12000,2.400316,1439.810509
11,12000,12000,12000,2.404716,1437.176182
11,12000,12000,12000,2.400913,1439.452701
11,12000,12000,12000,2.402357,1438.586902
11,12000,12000,12000,2.392582,1444.464460
11,12000,12000,12000,2.400859,1439.484724
11,12000,12000,12000,2.400952,1439.429043
11,12000,12000,12000,2.400881,1439.471601
12,12000,12000,12000,2.203266,1568.580145
12,12000,12000,12000,2.198843,1571.735637
12,12000,12000,12000,2.204144,1567.955791
12,12000,12000,12000,2.196533,1573.388628
12,12000,12000,12000,2.204661,1567.588160
12,12000,12000,12000,2.200322,1570.678857
12,12000,12000,12000,2.203468,1568.436842
12,12000,12000,12000,2.203939,1568.101597
12,12000,12000,12000,2.201190,1570.059925
12,12000,12000,12000,2.197613,1572.615533
