m,k,n,time,GFLOPS
2000,2000,2000,0.093905,170.385825
2000,2000,2000,0.013439,1190.581607
2000,2000,2000,0.013976,1144.787746
2000,2000,2000,0.014088,1135.716810
2000,2000,2000,0.013900,1151.096693
2000,2000,2000,0.013265,1206.205778
2000,2000,2000,0.013523,1183.145967
2000,2000,2000,0.014022,1141.100826
2000,2000,2000,0.013375,1196.297996
2000,2000,2000,0.014434,1108.479473
3000,3000,3000,0.037903,1424.693022
3000,3000,3000,0.037542,1438.407472
3000,3000,3000,0.038643,1397.400452
3000,3000,3000,0.037659,1433.924710
3000,3000,3000,0.037688,1432.801111
3000,3000,3000,0.037730,1431.238113
3000,3000,3000,0.039062,1382.407680
3000,3000,3000,0.039079,1381.830040
3000,3000,3000,0.038622,1398.154141
3000,3000,3000,0.038929,1387.136737
4000,4000,4000,0.083254,1537.461616
4000,4000,4000,0.082493,1551.642048
4000,4000,4000,0.084156,1520.987856
4000,4000,4000,0.083391,1534.931675
4000,4000,4000,0.083351,1535.665501
4000,4000,4000,0.083029,1541.627953
4000,4000,4000,0.083579,1531.492511
4000,4000,4000,0.082443,1552.593743
4000,4000,4000,0.082698,1547.808872
4000,4000,4000,0.082839,1545.174505
5000,5000,5000,0.165790,1507.936087
5000,5000,5000,0.163873,1525.575849
5000,5000,5000,0.163415,1529.842668
5000,5000,5000,0.163286,1531.054457
5000,5000,5000,0.163683,1527.344510
5000,5000,5000,0.163854,1525.744137
5000,5000,5000,0.163421,1529.795796
5000,5000,5000,0.166258,1503.687981
5000,5000,5000,0.163865,1525.644109
5000,5000,5000,0.163817,1526.093401
6000,6000,6000,0.276910,1560.072831
6000,6000,6000,0.276763,1560.902734
6000,6000,6000,0.276697,1561.274782
6000,6000,6000,0.277630,1556.027499
6000,6000,6000,0.276548,1562.116991
6000,6000,6000,0.279322,1546.600252
6000,6000,6000,0.277017,1559.471586
6000,6000,6000,0.276608,1561.779535
6000,6000,6000,0.276535,1562.189596
6000,6000,6000,0.278757,1549.737829
7000,7000,7000,0.428949,1599.256304
7000,7000,7000,0.428781,1599.884450
7000,7000,7000,0.428801,1599.807937
7000,7000,7000,0.429354,1597.748209
7000,7000,7000,0.433104,1583.914233
7000,7000,7000,0.428539,1600.787199
7000,7000,7000,0.428991,1599.100054
7000,7000,7000,0.429032,1598.949862
7000,7000,7000,0.432581,1585.831081
7000,7000,7000,0.428663,1600.324443
8000,8000,8000,0.629059,1627.827798
